parameter,i,j,value
class,3998,6,0.85142446
class,3998,7,0.8905523
class,3998,8,0.092804715
class,3998,9,0.13524915
class,3999,0,0.9480978
class,3999,1,0.104713075
class,3999,2,0.87360036
class,3999,3,0.92655134
class,3999,4,0.9001
class,3999,5,0.2464061
class,3999,6,0.12449727
class,3999,7,0.12645347
class,3999,8,0.9178916
class,3999,9,0.9324152
class,4000,0,0.20951802
class,4000,1,0.11410944
class,4000,2,0.84391296
class,4000,3,0.8891684
class,4000,4,0.6982861
class,4000,5,0.15080719
class,4000,6,0.12843956
class,4000,7,0.10462631
class,4000,8,0.9099284
class,4000,9,0.27442545
class,4001,0,0.20499343
class,4001,1,0.10561707
class,4001,2,0.8555126
class,4001,3,0.1433499
class,4001,4,0.11211694
class,4001,5,0.9111475
class,4001,6,0.683802
class,4001,7,0.08556017
class,4001,8,0.17988688
class,4001,9,0.867965
class,4002,0,0.14510563
class,4002,1,0.06692439
class,4002,2,0.9275122
class,4002,3,0.9566531
class,4002,4,0.9433105
class,4002,5,0.9540605
class,4002,6,0.92496526
class,4002,7,0.95082223
class,4002,8,0.9417706
class,4002,9,0.9181617
class,4003,0,0.9482898
class,4003,1,0.9428307
class,4003,2,0.07970644
class,4003,3,0.9342205
class,4003,4,0.9244046
class,4003,5,0.9314087
class,4003,6,0.10641976
class,4003,7,0.89370394
class,4003,8,0.9315554
class,4003,9,0.9172424
class,4004,0,0.10157189
class,4004,1,0.1077198
class,4004,2,0.41875625
class,4004,3,0.9440396
class,4004,4,0.2815224
class,4004,5,0.9221262
class,4004,6,0.8748016
class,4004,7,0.9092791
class,4004,8,0.13621031
class,4004,9,0.07418221
class,4005,0,0.95505315
class,4005,1,0.080546886
class,4005,2,0.93392354
class,4005,3,0.95615435
class,4005,4,0.94472194
class,4005,5,0.93699354
class,4005,6,0.08911402
class,4005,7,0.92898667
class,4005,8,0.9437318
class,4005,9,0.92003214
class,4006,0,0.856471
class,4006,1,0.9019775
class,4006,2,0.09376938
class,4006,3,0.07022263
class,4006,4,0.8849577
class,4006,5,0.8561224
class,4006,6,0.10760447
class,4006,7,0.08079199
class,4006,8,0.07326398
class,4006,9,0.9227304
class,4007,0,0.068652146
class,4007,1,0.051931366
class,4007,2,0.21713878
class,4007,3,0.8085764
class,4007,4,0.17640735
class,4007,5,0.07898727
class,4007,6,0.16091199
class,4007,7,0.89452344
class,4007,8,0.10416135
class,4007,9,0.13979073
class,4008,0,0.97346354
class,4008,1,0.97003615
class,4008,2,0.9642145
class,4008,3,0.9769112
class,4008,4,0.96566254
class,4008,5,0.96953803
class,4008,6,0.97253346
class,4008,7,0.96080613
class,4008,8,0.970929
class,4008,9,0.9474232
class,4009,0,0.08643825
class,4009,1,0.8903237
class,4009,2,0.76481193
class,4009,3,0.1525795
class,4009,4,0.87989664
class,4009,5,0.8669058
class,4009,6,0.19118157
class,4009,7,0.17295165
class,4009,8,0.06374934
class,4009,9,0.17085871
class,4010,0,0.93014616
class,4010,1,0.91757536
class,4010,2,0.13003089
class,4010,3,0.91956705
class,4010,4,0.2734594
class,4010,5,0.20213298
class,4010,6,0.2964862
class,4010,7,0.08200568
class,4010,8,0.8597335
class,4010,9,0.74237543
class,4011,0,0.07688678
class,4011,1,0.92712045
class,4011,2,0.865484
class,4011,3,0.8621384
class,4011,4,0.16158554
class,4011,5,0.11783985
class,4011,6,0.3336454
class,4011,7,0.104735404
class,4011,8,0.30272707
class,4011,9,0.7745072
class,4012,0,0.1720951
class,4012,1,0.9178118
class,4012,2,0.9503836
class,4012,3,0.13158502
class,4012,4,0.15613207
class,4012,5,0.8925059
class,4012,6,0.060947075
class,4012,7,0.8649768
class,4012,8,0.9192392
class,4012,9,0.8289755
class,4013,0,0.091158226
class,4013,1,0.8865531
class,4013,2,0.4637803
class,4013,3,0.87266463
class,4013,4,0.21556486
class,4013,5,0.8779442
class,4013,6,0.07608097
class,4013,7,0.13813715
class,4013,8,0.2030759
class,4013,9,0.089069754
class,4014,0,0.1061823
class,4014,1,0.13448031
class,4014,2,0.24985084
class,4014,3,0.09832727
class,4014,4,0.119983986
class,4014,5,0.15625595
class,4014,6,0.90343183
class,4014,7,0.8869547
class,4014,8,0.82301056
class,4014,9,0.7864004
class,4015,0,0.09633875
class,4015,1,0.07773943
class,4015,2,0.45673257
class,4015,3,0.8324473
class,4015,4,0.11054141
class,4015,5,0.11187367
class,4015,6,0.8947694
class,4015,7,0.9338866
class,4015,8,0.31713703
class,4015,9,0.51748854
class,4016,0,0.91761476
class,4016,1,0.9292015
class,4016,2,0.88507
class,4016,3,0.87378013
class,4016,4,0.9016108
class,4016,5,0.17420748
class,4016,6,0.9438727
class,4016,7,0.07386417
class,4016,8,0.42672414
class,4016,9,0.17843674
class,4017,0,0.92303795
class,4017,1,0.9415325
class,4017,2,0.838492
class,4017,3,0.9559585
class,4017,4,0.9489913
class,4017,5,0.9204047
class,4017,6,0.10285871
class,4017,7,0.952643
class,4017,8,0.12249006
class,4017,9,0.28488433
class,4018,0,0.07153347
class,4018,1,0.8495348
class,4018,2,0.08711162
class,4018,3,0.107768625
class,4018,4,0.6523245
class,4018,5,0.14982182
class,4018,6,0.08826185
class,4018,7,0.17745109
class,4018,8,0.8226443
class,4018,9,0.74014145
class,4019,0,0.93835837
class,4019,1,0.2714688
class,4019,2,0.92076486
class,4019,3,0.87754476
class,4019,4,0.14420798
class,4019,5,0.09756402
class,4019,6,0.92959183
class,4019,7,0.9157141
class,4019,8,0.8887597
class,4019,9,0.22887078
class,4020,0,0.91699004
class,4020,1,0.9450169
class,4020,2,0.8145544
class,4020,3,0.9056168
class,4020,4,0.083694
class,4020,5,0.85328865
class,4020,6,0.9014265
class,4020,7,0.9326596
class,4020,8,0.25858557
class,4020,9,0.23483284
class,4021,0,0.90623975
class,4021,1,0.943364
class,4021,2,0.16202894
class,4021,3,0.08106927
class,4021,4,0.8786844
class,4021,5,0.9465635
class,4021,6,0.10337175
class,4021,7,0.8908899
class,4021,8,0.9302965
class,4021,9,0.91326135
class,4022,0,0.9002662
class,4022,1,0.066666335
class,4022,2,0.8080581
class,4022,3,0.08606853
class,4022,4,0.112952635
class,4022,5,0.19437993
class,4022,6,0.90489286
class,4022,7,0.91453624
class,4022,8,0.87130183
class,4022,9,0.87235665
class,4023,0,0.07429778
class,4023,1,0.8116981
class,4023,2,0.39075366
class,4023,3,0.08717473
class,4023,4,0.25239623
class,4023,5,0.1372818
class,4023,6,0.6010535
class,4023,7,0.14265865
class,4023,8,0.9035969
class,4023,9,0.09682868
class,4024,0,0.9370739
class,4024,1,0.86991364
class,4024,2,0.13788635
class,4024,3,0.08135449
class,4024,4,0.8479426
class,4024,5,0.80053705
class,4024,6,0.10035633
class,4024,7,0.8621943
class,4024,8,0.320849
class,4024,9,0.21461196
class,4025,0,0.8958669
class,4025,1,0.17295195
class,4025,2,0.86563975
class,4025,3,0.15868896
class,4025,4,0.9379591
class,4025,5,0.85516495
class,4025,6,0.9055569
class,4025,7,0.114198245
class,4025,8,0.8721709
class,4025,9,0.163861
class,4026,0,0.9096946
class,4026,1,0.923766
class,4026,2,0.90535855
class,4026,3,0.9083737
class,4026,4,0.19894606
class,4026,5,0.90065545
class,4026,6,0.91251993
class,4026,7,0.9062833
class,4026,8,0.9398818
class,4026,9,0.19844484
class,4027,0,0.10845633
class,4027,1,0.9302387
class,4027,2,0.88621765
class,4027,3,0.050951187
class,4027,4,0.06403563
class,4027,5,0.8737408
class,4027,6,0.92181283
class,4027,7,0.8761536
class,4027,8,0.9291
class,4027,9,0.8628123
class,4028,0,0.95240384
class,4028,1,0.9309212
class,4028,2,0.052062888
class,4028,3,0.0802767
class,4028,4,0.93553346
class,4028,5,0.9609885
class,4028,6,0.9438969
class,4028,7,0.95715886
class,4028,8,0.9249316
class,4028,9,0.93376684
class,4029,0,0.8980214
class,4029,1,0.9163735
class,4029,2,0.062461756
class,4029,3,0.85657555
class,4029,4,0.16894145
class,4029,5,0.06328933
class,4029,6,0.07659676
class,4029,7,0.8246421
class,4029,8,0.86599106
class,4029,9,0.7776644
class,4030,0,0.9402741
class,4030,1,0.90934837
class,4030,2,0.1016457
class,4030,3,0.8933124
class,4030,4,0.9069459
class,4030,5,0.89612937
class,4030,6,0.89623225
class,4030,7,0.91371995
class,4030,8,0.09860198
class,4030,9,0.10460833
class,4031,0,0.92007387
class,4031,1,0.95512474
class,4031,2,0.87692285
class,4031,3,0.12367604
class,4031,4,0.907696
class,4031,5,0.955058
class,4031,6,0.9345791
class,4031,7,0.09973489
class,4031,8,0.11599738
class,4031,9,0.30156228
class,4032,0,0.9089306
class,4032,1,0.069017746
class,4032,2,0.90290123
class,4032,3,0.89332986
class,4032,4,0.7854724
class,4032,5,0.91659653
class,4032,6,0.43566728
class,4032,7,0.061777364
class,4032,8,0.89417464
class,4032,9,0.05446875
class,4033,0,0.16306587
class,4033,1,0.9264703
class,4033,2,0.14849673
class,4033,3,0.8913044
class,4033,4,0.22157355
class,4033,5,0.9081228
class,4033,6,0.91533774
class,4033,7,0.85093504
class,4033,8,0.91189295
class,4033,9,0.38781556
class,4034,0,0.057898793
class,4034,1,0.09237321
class,4034,2,0.8050774
class,4034,3,0.91747904
class,4034,4,0.12830748
class,4034,5,0.87675214
class,4034,6,0.9727587
class,4034,7,0.91082305
class,4034,8,0.8966689
class,4034,9,0.8303358
class,4035,0,0.05839443
class,4035,1,0.817495
class,4035,2,0.15182206
class,4035,3,0.09207991
class,4035,4,0.10020878
class,4035,5,0.655093
class,4035,6,0.7194198
class,4035,7,0.84102994
class,4035,8,0.09442271
class,4035,9,0.13180104
class,4036,0,0.16132802
class,4036,1,0.04431152
class,4036,2,0.4774551
class,4036,3,0.86672896
class,4036,4,0.13957039
class,4036,5,0.5462916
class,4036,6,0.28602597
class,4036,7,0.733297
class,4036,8,0.119114876
class,4036,9,0.855401
class,4037,0,0.93710786
class,4037,1,0.8569349
class,4037,2,0.07418131
class,4037,3,0.92577034
class,4037,4,0.93724495
class,4037,5,0.05905734
class,4037,6,0.90389985
class,4037,7,0.9015138
class,4037,8,0.29422888
class,4037,9,0.9435611
class,4038,0,0.14883067
class,4038,1,0.9128299
class,4038,2,0.8848806
class,4038,3,0.09946665
class,4038,4,0.37734124
class,4038,5,0.17703182
class,4038,6,0.12656288
class,4038,7,0.87490326
class,4038,8,0.9158262
class,4038,9,0.55151767
class,4039,0,0.89078736
class,4039,1,0.9034405
class,4039,2,0.94676256
class,4039,3,0.10197982
class,4039,4,0.2091499
class,4039,5,0.1270837
class,4039,6,0.3300971
class,4039,7,0.102914855
class,4039,8,0.8871741
class,4039,9,0.84281015
class,4040,0,0.14123125
class,4040,1,0.08092603
class,4040,2,0.9010879
class,4040,3,0.926215
class,4040,4,0.9246695
class,4040,5,0.49999806
class,4040,6,0.16218133
class,4040,7,0.10791187
class,4040,8,0.9184772
class,4040,9,0.89915663
class,4041,0,0.89419425
class,4041,1,0.09848146
class,4041,2,0.09500895
class,4041,3,0.8982693
class,4041,4,0.7265483
class,4041,5,0.8703698
class,4041,6,0.09195358
class,4041,7,0.07373322
class,4041,8,0.89732623
class,4041,9,0.37507477
class,4042,0,0.066036664
class,4042,1,0.11517757
class,4042,2,0.9373281
class,4042,3,0.92984873
class,4042,4,0.91901183
class,4042,5,0.8744606
class,4042,6,0.10775265
class,4042,7,0.8558329
class,4042,8,0.90460473
class,4042,9,0.9262593
class,4043,0,0.88221955
class,4043,1,0.9398873
class,4043,2,0.9327711
class,4043,3,0.9220175
class,4043,4,0.87510276
class,4043,5,0.9351401
class,4043,6,0.088191316
class,4043,7,0.080612175
class,4043,8,0.9363295
class,4043,9,0.08213776
class,4044,0,0.119442225
class,4044,1,0.08287384
class,4044,2,0.2728337
class,4044,3,0.8741013
class,4044,4,0.11752945
class,4044,5,0.8686558
class,4044,6,0.7564221
class,4044,7,0.03926321
class,4044,8,0.09526846
class,4044,9,0.12720357
class,4045,0,0.8684828
class,4045,1,0.9001297
class,4045,2,0.29415795
class,4045,3,0.90638536
class,4045,4,0.19926016
class,4045,5,0.84997934
class,4045,6,0.05453137
class,4045,7,0.95056945
class,4045,8,0.79135156
class,4045,9,0.16266103
class,4046,0,0.19222851
class,4046,1,0.08244861
class,4046,2,0.8500522
class,4046,3,0.13139555
class,4046,4,0.26142728
class,4046,5,0.8133412
class,4046,6,0.16495813
class,4046,7,0.13493498
class,4046,8,0.8901833
class,4046,9,0.71775556
class,4047,0,0.080787316
class,4047,1,0.9163755
class,4047,2,0.13460481
class,4047,3,0.8858533
class,4047,4,0.9153921
class,4047,5,0.9334855
class,4047,6,0.8997166
class,4047,7,0.9235058
class,4047,8,0.9522157
class,4047,9,0.09734693
class,4048,0,0.920277
class,4048,1,0.926057
class,4048,2,0.5302844
class,4048,3,0.05645209
class,4048,4,0.12240932
class,4048,5,0.07343926
class,4048,6,0.8809545
class,4048,7,0.12493042
class,4048,8,0.79350686
class,4048,9,0.8099564
class,4049,0,0.119184695
class,4049,1,0.07591792
class,4049,2,0.17240271
class,4049,3,0.8863112
class,4049,4,0.7333859
class,4049,5,0.14623918
class,4049,6,0.76358443
class,4049,7,0.114051685
class,4049,8,0.86558723
class,4049,9,0.14049664
class,4050,0,0.9061032
class,4050,1,0.093021266
class,4050,2,0.24546064
class,4050,3,0.9003799
class,4050,4,0.34443864
class,4050,5,0.8106845
class,4050,6,0.11082193
class,4050,7,0.8902135
class,4050,8,0.10369801
class,4050,9,0.077168204
class,4051,0,0.1476378
class,4051,1,0.8528883
class,4051,2,0.28146133
class,4051,3,0.10464024
class,4051,4,0.09778863
class,4051,5,0.2399457
class,4051,6,0.16310827
class,4051,7,0.13910899
class,4051,8,0.78378576
class,4051,9,0.19146076
class,4052,0,0.16121171
class,4052,1,0.885319
class,4052,2,0.100186005
class,4052,3,0.07520699
class,4052,4,0.1366283
class,4052,5,0.9377938
class,4052,6,0.92729074
class,4052,7,0.26304376
class,4052,8,0.920836
class,4052,9,0.7358422
class,4053,0,0.9518011
class,4053,1,0.93847656
class,4053,2,0.81206846
class,4053,3,0.05397303
class,4053,4,0.92311907
class,4053,5,0.95631
class,4053,6,0.8877691
class,4053,7,0.08467815
class,4053,8,0.10561219
class,4053,9,0.9102271
class,4054,0,0.9200006
class,4054,1,0.9346153
class,4054,2,0.63783026
class,4054,3,0.1062053
class,4054,4,0.17649324
class,4054,5,0.63345957
class,4054,6,0.87144
class,4054,7,0.16296993
class,4054,8,0.25561854
class,4054,9,0.15924382
class,4055,0,0.058014836
class,4055,1,0.92542094
class,4055,2,0.8242116
class,4055,3,0.10399829
class,4055,4,0.87351745
class,4055,5,0.12687191
class,4055,6,0.8514645
class,4055,7,0.94514567
class,4055,8,0.06577625
class,4055,9,0.84796846
class,4056,0,0.121708386
class,4056,1,0.9066094
class,4056,2,0.11836458
class,4056,3,0.15152022
class,4056,4,0.2060898
class,4056,5,0.066835076
class,4056,6,0.8929811
class,4056,7,0.9153732
class,4056,8,0.8842659
class,4056,9,0.09507784
class,4057,0,0.13620076
class,4057,1,0.09927122
class,4057,2,0.8026363
class,4057,3,0.13477954
class,4057,4,0.88459146
class,4057,5,0.21764642
class,4057,6,0.9087282
class,4057,7,0.17690286
class,4057,8,0.900526
class,4057,9,0.9008756
class,4058,0,0.06830997
class,4058,1,0.9172396
class,4058,2,0.16559424
class,4058,3,0.12056008
class,4058,4,0.089460395
class,4058,5,0.065710075
class,4058,6,0.23987974
class,4058,7,0.1025485
class,4058,8,0.7557817
class,4058,9,0.89681417
class,4059,0,0.07753561
class,4059,1,0.094246104
class,4059,2,0.7215366
class,4059,3,0.84891355
class,4059,4,0.19114372
class,4059,5,0.931648
class,4059,6,0.83865905
class,4059,7,0.055088487
class,4059,8,0.92336655
class,4059,9,0.8449556
class,4060,0,0.05442938
class,4060,1,0.9166329
class,4060,2,0.17093879
class,4060,3,0.12219494
class,4060,4,0.92910784
class,4060,5,0.8876451
class,4060,6,0.070079796
class,4060,7,0.9263096
class,4060,8,0.9116596
class,4060,9,0.20977181
class,4061,0,0.8637889
class,4061,1,0.07815258
class,4061,2,0.8515089
class,4061,3,0.9217873
class,4061,4,0.6030039
class,4061,5,0.88222384
class,4061,6,0.7780626
class,4061,7,0.8989542
class,4061,8,0.23873459
class,4061,9,0.2702559
class,4062,0,0.11505512
class,4062,1,0.112217605
class,4062,2,0.38814765
class,4062,3,0.1871906
class,4062,4,0.72455597
class,4062,5,0.09632665
class,4062,6,0.1458841
class,4062,7,0.11584064
class,4062,8,0.364024
class,4062,9,0.41848132
class,4063,0,0.9386932
class,4063,1,0.8149614
class,4063,2,0.89616776
class,4063,3,0.8959424
class,4063,4,0.86872536
class,4063,5,0.15337196
class,4063,6,0.9255926
class,4063,7,0.07902887
class,4063,8,0.95955735
class,4063,9,0.08959165
class,4064,0,0.06579977
class,4064,1,0.1192511
class,4064,2,0.12907939
class,4064,3,0.10069218
class,4064,4,0.8472772
class,4064,5,0.9348069
class,4064,6,0.27519146
class,4064,7,0.1259529
class,4064,8,0.9461425
class,4064,9,0.86793005
class,4065,0,0.061061677
class,4065,1,0.8821095
class,4065,2,0.12830217
class,4065,3,0.057836164
class,4065,4,0.84019667
class,4065,5,0.60722524
class,4065,6,0.11529574
class,4065,7,0.1751895
class,4065,8,0.78135145
class,4065,9,0.6056845
class,4066,0,0.11152493
class,4066,1,0.11782252
class,4066,2,0.90556467
class,4066,3,0.057268213
class,4066,4,0.26904187
class,4066,5,0.9201161
class,4066,6,0.15137795
class,4066,7,0.8632256
class,4066,8,0.8180885
class,4066,9,0.5689986
class,4067,0,0.09137199
class,4067,1,0.1171487
class,4067,2,0.8201157
class,4067,3,0.11703549
class,4067,4,0.7806716
class,4067,5,0.14078544
class,4067,6,0.89067346
class,4067,7,0.8883064
class,4067,8,0.3460058
class,4067,9,0.07818064
class,4068,0,0.93064135
class,4068,1,0.8892882
class,4068,2,0.13271576
class,4068,3,0.11351664
class,4068,4,0.28415176
class,4068,5,0.11908324
class,4068,6,0.1263918
class,4068,7,0.16508518
class,4068,8,0.8546067
class,4068,9,0.9145554
class,4069,0,0.09537968
class,4069,1,0.14097765
class,4069,2,0.16695562
class,4069,3,0.8884258
class,4069,4,0.8803864
class,4069,5,0.8973265
class,4069,6,0.8622112
class,4069,7,0.13748002
class,4069,8,0.09095451
class,4069,9,0.08016123
class,4070,0,0.17233747
class,4070,1,0.93327546
class,4070,2,0.28366414
class,4070,3,0.87317187
class,4070,4,0.89647454
class,4070,5,0.933954
class,4070,6,0.8936942
class,4070,7,0.12298558
class,4070,8,0.9277158
class,4070,9,0.05967844
class,4071,0,0.899143
class,4071,1,0.931285
class,4071,2,0.78156126
class,4071,3,0.0728299
class,4071,4,0.18791814
class,4071,5,0.8588647
class,4071,6,0.8910911
class,4071,7,0.14280665
class,4071,8,0.24538842
class,4071,9,0.883656
class,4072,0,0.92053926
class,4072,1,0.14804569
class,4072,2,0.55059314
class,4072,3,0.09488756
class,4072,4,0.1380155
class,4072,5,0.31697616
class,4072,6,0.13897926
class,4072,7,0.103306144
class,4072,8,0.38884008
class,4072,9,0.21247576
class,4073,0,0.11361974
class,4073,1,0.88099307
class,4073,2,0.8911644
class,4073,3,0.9173137
class,4073,4,0.9165511
class,4073,5,0.8747785
class,4073,6,0.11730454
class,4073,7,0.121629104
class,4073,8,0.12401887
class,4073,9,0.8584439
class,4074,0,0.088023774
class,4074,1,0.14866783
class,4074,2,0.27251914
class,4074,3,0.12373362
class,4074,4,0.16120869
class,4074,5,0.5787248
class,4074,6,0.08366511
class,4074,7,0.08443492
class,4074,8,0.8862265
class,4074,9,0.11943038
class,4075,0,0.11861456
class,4075,1,0.9041885
class,4075,2,0.08954989
class,4075,3,0.114368275
class,4075,4,0.78691506
class,4075,5,0.09928384
class,4075,6,0.88320464
class,4075,7,0.8075903
class,4075,8,0.19962746
class,4075,9,0.18805157
class,4076,0,0.13229834
class,4076,1,0.093980886
class,4076,2,0.17550218
class,4076,3,0.1506864
class,4076,4,0.15958835
class,4076,5,0.23414314
class,4076,6,0.19262423
class,4076,7,0.11134417
class,4076,8,0.8918958
class,4076,9,0.15158102
class,4077,0,0.91060275
class,4077,1,0.12049139
class,4077,2,0.06987498
class,4077,3,0.15114808
class,4077,4,0.88048315
class,4077,5,0.08066848
class,4077,6,0.8521321
class,4077,7,0.13620865
class,4077,8,0.85636365
class,4077,9,0.92442816
class,4078,0,0.103858426
class,4078,1,0.93520427
class,4078,2,0.105648376
class,4078,3,0.14716071
class,4078,4,0.8026663
class,4078,5,0.9211113
class,4078,6,0.20517494
class,4078,7,0.8531701
class,4078,8,0.19987479
class,4078,9,0.083484486
class,4079,0,0.7989621
class,4079,1,0.05518867
class,4079,2,0.12243372
class,4079,3,0.1109309
class,4079,4,0.079651944
class,4079,5,0.8771135
class,4079,6,0.16930255
class,4079,7,0.78261817
class,4079,8,0.8693243
class,4079,9,0.8623056
class,4080,0,0.0726234
class,4080,1,0.094639204
class,4080,2,0.16798562
class,4080,3,0.07975465
class,4080,4,0.87182426
class,4080,5,0.78465575
class,4080,6,0.25129274
class,4080,7,0.076252915
class,4080,8,0.6095552
class,4080,9,0.79061556
